ra,dec,z,class,zWarning
174.59563,20.525127,0.025829,GALAXY,0
174.55839,20.338716,0.164012,GALAXY,0
174.78388,20.364363,0.16734,GALAXY,0
174.76861,20.311943,0.445842,GALAXY,0
174.54287,20.648849,0.157071,GALAXY,0
174.62015,20.268051,0.937736,QSO,0
174.58824,20.476768,6.088724,QSO,5
174.61085,20.365346,0.025836,GALAXY,0
174.58575,20.433276,0.024085,GALAXY,0
174.54262,20.525534,0.135591,GALAXY,0
174.87477,20.243324,0.325027,GALAXY,0
174.6261,20.28567,0.173803,GALAXY,0
174.75357,20.114947,0.135853,QSO,0
174.7141,20.219581,0.136273,GALAXY,0
174.93709,19.89938,0.037267,GALAXY,0
174.76068,19.738541,0.12843,GALAXY,0
174.79582,19.983591,0.033701,GALAXY,0
174.84521,19.78798,0.470832,GALAXY,0
174.91381,19.873141,0.036434,GALAXY,0
174.85647,19.862611,1.598302,QSO,5
174.91779,19.916503,0.036194,GALAXY,0
174.77815,19.693085,0.056419,GALAXY,0
174.78743,19.654332,0.089163,GALAXY,0
174.73662,20.153723,0.136245,GALAXY,0
174.94598,19.932835,0.036189,GALAXY,0
174.75587,19.613273,0.089465,GALAXY,0
174.86961,19.736724,0.057326,GALAXY,0
174.70072,19.661708,0.1542,GALAXY,0
175.02484,19.672755,0.192789,GALAXY,0
174.86806,19.803749,0.056689,GALAXY,0
175.01282,19.704583,0.128074,GALAXY,0
174.90818,19.766192,0.090506,GALAXY,0
